Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Purchase Date,Purchase Day,Purchase Month,Purchase Year,Shipping Type,Unit Price,Quantity,Add-ons Purchased,Add-on Total,Total Price
4549,68,Female,No,Laptop,SKU1005,3,Completed,Debit Card,31/03/2024,31,3,2024,Standard, $463.96 ,6,"Accessory,Accessory", $92.85 ," $2,876.61 "
4550,77,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,13/07/2024,13,7,2024,Express, $844.83 ,10,"Accessory,Extended Warranty", $38.08 ," $8,486.38 "
4550,77,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,27/08/2024,27,8,2024,Express, $791.19 ,2,"Accessory,Impulse Item", $43.29 ," $1,625.67 "
4551,40,Male,No,Smartphone,SKU1004,2,Completed,Cash,21/01/2024,21,1,2024,Express, $791.19 ,1,No Add-On Added, $-   , $791.19 
4551,40,Male,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,16/04/2024,16,4,2024,Standard, $20.75 ,1,"Impulse Item,Accessory", $41.43 , $62.18 
4552,26,Male,Yes,Smartwatch,SKU1003,3,Completed,Paypal,03/04/2024,3,4,2024,Overnight, $844.83 ,9,"Impulse Item,Accessory,Impulse Item", $86.23 ," $7,689.70 "
4552,26,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,10/06/2024,10,6,2024,Standard, $844.83 ,4,"Extended Warranty,Accessory", $78.84 ," $3,458.16 "
4553,47,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,14/04/2024,14,4,2024,Express, $20.75 ,8,"Extended Warranty,Impulse Item,Extended Warranty", $51.60 , $217.60 
4556,72,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,02/11/2023,2,11,2023,Overnight, $791.19 ,3,Extended Warranty, $9.14 ," $2,382.71 "
4557,42,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,30/09/2023,30,9,2023,Overnight, $247.03 ,1,"Extended Warranty,Accessory", $75.12 , $322.15 
4557,42,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,15/01/2024,15,1,2024,Express, $844.83 ,8,No Add-On Added, $-   ," $6,758.64 "
4558,25,Male,No,Smartphone,SKU1004,2,Completed,Cash,26/03/2024,26,3,2024,Overnight, $791.19 ,2,No Add-On Added, $-   ," $1,582.38 "
4559,55,Male,No,Tablet,SKU1002,3,Cancelled,Cash,13/09/2024,13,9,2024,Standard, $247.03 ,7,"Impulse Item,Impulse Item", $52.61 ," $1,781.82 "
4560,69,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,02/12/2023,2,12,2023,Standard, $463.96 ,2,"Impulse Item,Impulse Item", $53.45 , $981.37 
4560,69,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,04/03/2024,4,3,2024,Express, $20.75 ,5,No Add-On Added, $-   , $103.75 
4562,47,Female,Yes,Smartphone,SKU1004,2,Cancelled,Cash,28/06/2024,28,6,2024,Express, $791.19 ,4,"Accessory,Impulse Item,Accessory", $78.75 ," $3,243.51 "
4564,64,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,10/10/2023,10,10,2023,Express, $844.83 ,8,"Extended Warranty,Impulse Item,Extended Warranty", $75.08 ," $6,833.72 "
4564,64,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,29/04/2024,29,4,2024,Express, $20.75 ,1,"Impulse Item,Extended Warranty,Accessory", $80.11 , $100.86 
4564,64,Female,No,Smartphone,SKU1004,2,Completed,Paypal,24/07/2024,24,7,2024,Overnight, $791.19 ,10,Extended Warranty, $31.49 ," $7,943.39 "
4566,49,Female,No,Tablet,SKU1002,3,Completed,Debit Card,30/05/2024,30,5,2024,Overnight, $247.03 ,10,"Impulse Item,Extended Warranty", $41.85 ," $2,512.15 "
4567,37,Male,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,29/01/2024,29,1,2024,Express, $463.96 ,6,"Accessory,Accessory,Accessory", $50.47 ," $2,834.23 "
4568,27,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,15/09/2024,15,9,2024,Overnight, $791.19 ,8,Extended Warranty, $46.22 ," $6,375.74 "
4569,64,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,24/01/2024,24,1,2024,Express, $844.83 ,9,Impulse Item, $8.15 ," $7,611.62 "
4570,60,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,20/06/2024,20,6,2024,Express, $247.03 ,8,No Add-On Added, $-   ," $1,976.24 "
4572,27,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,22/10/2023,22,10,2023,Express, $20.75 ,3,"Impulse Item,Accessory", $67.43 , $129.68 
4573,51,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,21/06/2024,21,6,2024,Standard, $844.83 ,9,"Extended Warranty,Accessory", $80.38 ," $7,683.85 "
4574,78,Male,No,Tablet,SKU1002,3,Completed,Credit Card,01/06/2024,1,6,2024,Standard, $247.03 ,7,"Extended Warranty,Accessory", $60.48 ," $1,789.69 "
4575,37,Female,No,Tablet,SKU1002,3,Completed,Cash,31/03/2024,31,3,2024,Express, $247.03 ,9,"Extended Warranty,Extended Warranty", $43.64 ," $2,266.91 "
4577,40,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,23/03/2024,23,3,2024,Overnight, $20.75 ,3,"Accessory,Impulse Item", $50.92 , $113.17 
4577,40,Male,No,Laptop,SKU1005,3,Completed,Cash,28/06/2024,28,6,2024,Overnight, $463.96 ,10,No Add-On Added, $-   ," $4,639.60 "
4577,40,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,08/09/2024,8,9,2024,Standard, $791.19 ,5,"Accessory,Impulse Item,Extended Warranty", $94.86 ," $4,050.81 "
4578,40,Male,Yes,Laptop,SKU1005,3,Cancelled,Cash,13/10/2023,13,10,2023,Express, $463.96 ,2,No Add-On Added, $-   , $927.92 
4578,40,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,23/12/2023,23,12,2023,Overnight, $20.75 ,2,"Extended Warranty,Impulse Item,Impulse Item", $35.44 , $76.94 
4582,69,Female,No,Laptop,SKU1005,3,Completed,Debit Card,10/11/2023,10,11,2023,Overnight, $463.96 ,4,"Extended Warranty,Impulse Item,Extended Warranty", $109.69 ," $1,965.53 "
4582,69,Female,No,Smartphone,SKU1001,5,Completed,Paypal,07/12/2023,7,12,2023,Overnight, $20.75 ,1,"Accessory,Impulse Item,Accessory", $75.72 , $96.47 
4582,69,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,03/04/2024,3,4,2024,Standard, $791.19 ,7,No Add-On Added, $-   ," $5,538.33 "
4583,24,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,18/11/2023,18,11,2023,Standard, $463.96 ,7,"Extended Warranty,Accessory,Accessory", $75.02 ," $3,322.74 "
4583,24,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,10/04/2024,10,4,2024,Standard, $844.83 ,7,"Accessory,Extended Warranty", $46.99 ," $5,960.80 "
4584,38,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,09/02/2024,9,2,2024,Standard, $20.75 ,3,Extended Warranty, $23.14 , $85.39 
4584,38,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,11/06/2024,11,6,2024,Overnight, $791.19 ,2,No Add-On Added, $-   ," $1,582.38 "
4584,38,Male,No,Smartphone,SKU1004,2,Completed,Cash,30/08/2024,30,8,2024,Express, $791.19 ,1,Extended Warranty, $13.98 , $805.17 
4586,71,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,20/02/2024,20,2,2024,Overnight, $247.03 ,6,No Add-On Added, $-   ," $1,482.18 "
4586,71,Female,No,Smartphone,SKU1004,2,Completed,Cash,02/06/2024,2,6,2024,Overnight, $791.19 ,7,Impulse Item, $34.61 ," $5,572.94 "
4587,47,Male,No,Laptop,SKU1004,4,Completed,Credit Card,23/11/2023,23,11,2023,Standard, $932.03 ,3,"Impulse Item,Impulse Item,Impulse Item", $53.87 ," $2,849.96 "
4587,47,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,01/08/2024,1,8,2024,Express, $791.19 ,3,No Add-On Added, $-   ," $2,373.57 "
4588,33,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,06/10/2023,6,10,2023,Overnight, $247.03 ,1,"Extended Warranty,Impulse Item,Accessory", $72.35 , $319.38 
4588,33,Female,No,Tablet,SKU1002,3,Completed,Cash,27/10/2023,27,10,2023,Overnight, $247.03 ,9,No Add-On Added, $-   ," $2,223.27 "
4588,33,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,04/11/2023,4,11,2023,Overnight, $20.75 ,9,Extended Warranty, $25.20 , $211.95 
4589,24,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,12/11/2023,12,11,2023,Standard, $791.19 ,4,Extended Warranty, $42.25 ," $3,207.01 "
4589,24,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,26/03/2024,26,3,2024,Overnight, $844.83 ,7,Impulse Item, $9.35 ," $5,923.16 "
4590,39,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,23/10/2023,23,10,2023,Express, $463.96 ,10,"Accessory,Impulse Item,Extended Warranty", $108.99 ," $4,748.59 "
4591,66,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,17/10/2023,17,10,2023,Express, $791.19 ,9,"Extended Warranty,Accessory,Impulse Item", $102.36 ," $7,223.07 "
4593,58,Female,No,Laptop,SKU1005,3,Completed,Cash,06/10/2023,6,10,2023,Overnight, $463.96 ,1,"Extended Warranty,Impulse Item", $71.41 , $535.37 
4593,58,Female,No,Tablet,SKU1002,3,Completed,Cash,21/03/2024,21,3,2024,Standard, $247.03 ,7,Impulse Item, $45.82 ," $1,775.03 "
4593,58,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,21/06/2024,21,6,2024,Standard, $20.75 ,4,No Add-On Added, $-   , $83.00 
4594,65,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,07/06/2024,7,6,2024,Express, $20.75 ,2,"Accessory,Accessory,Extended Warranty", $63.53 , $105.03 
4597,34,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,12/11/2023,12,11,2023,Standard, $247.03 ,7,Accessory, $8.45 ," $1,737.66 "
4599,65,Male,No,Smartphone,SKU1004,2,Completed,Paypal,11/02/2024,11,2,2024,Standard, $791.19 ,5,Impulse Item, $44.85 ," $4,000.80 "
4600,67,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,24/11/2023,24,11,2023,Standard, $791.19 ,6,No Add-On Added, $-   ," $4,747.14 "
4602,37,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,24/03/2024,24,3,2024,Overnight, $844.83 ,2,"Impulse Item,Extended Warranty,Impulse Item", $45.43 ," $1,735.09 "
4603,19,Male,No,Laptop,SKU1005,3,Completed,Debit Card,03/02/2024,3,2,2024,Standard, $463.96 ,6,Extended Warranty, $45.79 ," $2,829.55 "
4604,40,Male,No,Laptop,SKU1005,3,Cancelled,Cash,02/03/2024,2,3,2024,Overnight, $463.96 ,5,Extended Warranty, $37.20 ," $2,357.00 "
4604,40,Male,No,Tablet,SKU1002,3,Completed,Debit Card,08/07/2024,8,7,2024,Overnight, $247.03 ,9,Extended Warranty, $41.96 ," $2,265.23 "
4605,67,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,28/09/2023,28,9,2023,Overnight, $247.03 ,6,No Add-On Added, $-   ," $1,482.18 "
4606,48,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,11/04/2024,11,4,2024,Overnight, $844.83 ,9,"Extended Warranty,Impulse Item", $47.21 ," $7,650.68 "
4608,36,Female,No,Smartwatch,SKU1003,3,Completed,Cash,01/11/2023,1,11,2023,Overnight, $844.83 ,2,"Extended Warranty,Accessory,Extended Warranty", $47.43 ," $1,737.09 "
4609,50,Male,Yes,Smartwatch,SKU1003,3,Completed,Paypal,30/10/2023,30,10,2023,Overnight, $844.83 ,6,No Add-On Added, $-   ," $5,068.98 "
4610,69,Female,No,Tablet,SKU1002,3,Completed,Debit Card,10/07/2024,10,7,2024,Overnight, $247.03 ,8,No Add-On Added, $-   ," $1,976.24 "
4610,69,Female,No,Tablet,SKU1002,3,Completed,Debit Card,14/07/2024,14,7,2024,Express, $247.03 ,10,"Accessory,Extended Warranty", $37.59 ," $2,507.89 "
4611,46,Female,No,Tablet,SKU1002,3,Completed,Paypal,09/01/2024,9,1,2024,Standard, $247.03 ,3,"Accessory,Accessory,Accessory", $103.92 , $845.01 
4611,46,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,29/03/2024,29,3,2024,Overnight, $20.75 ,1,"Extended Warranty,Impulse Item", $94.24 , $114.99 
4612,43,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,10/01/2024,10,1,2024,Standard, $791.19 ,6,"Accessory,Accessory,Extended Warranty", $84.17 ," $4,831.31 "
4613,38,Male,No,Smartphone,SKU1004,2,Completed,Paypal,29/11/2023,29,11,2023,Express, $791.19 ,4,"Accessory,Extended Warranty", $41.35 ," $3,206.11 "
4613,38,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,15/04/2024,15,4,2024,Standard, $844.83 ,10,No Add-On Added, $-   ," $8,448.30 "
4613,38,Male,No,Smartphone,SKU1001,5,Completed,Cash,18/05/2024,18,5,2024,Express, $20.75 ,9,"Extended Warranty,Accessory,Accessory", $110.52 , $297.27 
4614,78,Female,No,Smartphone,SKU1001,5,Completed,Cash,20/10/2023,20,10,2023,Standard, $20.75 ,2,No Add-On Added, $-   , $41.50 
4615,77,Male,No,Tablet,SKU1002,3,Completed,Paypal,12/10/2023,12,10,2023,Express, $247.03 ,5,"Accessory,Extended Warranty", $51.91 ," $1,287.06 "
4615,77,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,06/07/2024,6,7,2024,Express, $247.03 ,3,"Accessory,Impulse Item", $51.41 , $792.50 
4617,75,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,04/08/2024,4,8,2024,Standard, $844.83 ,8,"Extended Warranty,Accessory,Accessory", $108.17 ," $6,866.81 "
4618,80,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,04/10/2023,4,10,2023,Overnight, $20.75 ,3,"Impulse Item,Impulse Item,Impulse Item", $93.16 , $155.41 
4618,80,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,21/12/2023,21,12,2023,Standard, $791.19 ,7,Extended Warranty, $45.79 ," $5,584.12 "
4619,33,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,20/12/2023,20,12,2023,Express, $20.75 ,3,No Add-On Added, $-   , $62.25 
4621,70,Male,No,Tablet,SKU1002,3,Completed,Cash,21/05/2024,21,5,2024,Express, $247.03 ,4,Impulse Item, $36.05 ," $1,024.17 "
4623,58,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,19/01/2024,19,1,2024,Express, $463.96 ,10,No Add-On Added, $-   ," $4,639.60 "
4623,58,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,06/04/2024,6,4,2024,Overnight, $463.96 ,6,"Extended Warranty,Impulse Item", $69.72 ," $2,853.48 "
4623,58,Male,No,Smartwatch,SKU1003,3,Completed,Cash,18/06/2024,18,6,2024,Standard, $844.83 ,10,"Extended Warranty,Impulse Item", $30.25 ," $8,478.55 "
4624,29,Female,No,Laptop,SKU1005,3,Completed,Credit Card,26/02/2024,26,2,2024,Overnight, $463.96 ,1,Extended Warranty, $13.01 , $476.97 
4625,52,Male,No,Tablet,SKU1002,3,Completed,Paypal,31/01/2024,31,1,2024,Express, $247.03 ,4,No Add-On Added, $-   , $988.12 
4626,53,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,29/11/2023,29,11,2023,Express, $844.83 ,8,"Accessory,Extended Warranty,Accessory", $66.90 ," $6,825.54 "
4626,53,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,01/08/2024,1,8,2024,Express, $20.75 ,6,No Add-On Added, $-   , $124.50 
4629,71,Female,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,28/12/2023,28,12,2023,Standard, $463.96 ,9,"Accessory,Impulse Item,Impulse Item", $99.43 ," $4,275.07 "
4629,71,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,13/02/2024,13,2,2024,Overnight, $247.03 ,3,Accessory, $41.63 , $782.72 
4629,71,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,17/05/2024,17,5,2024,Overnight, $791.19 ,2,"Extended Warranty,Impulse Item,Accessory", $95.90 ," $1,678.28 "
4629,71,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,09/09/2024,9,9,2024,Overnight, $791.19 ,3,"Accessory,Accessory,Extended Warranty", $65.59 ," $2,439.16 "
4630,40,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,14/12/2023,14,12,2023,Standard, $247.03 ,2,Impulse Item, $41.30 , $535.36 
4630,40,Male,No,Laptop,SKU1005,3,Completed,Paypal,10/05/2024,10,5,2024,Express, $463.96 ,2,No Add-On Added, $-   , $927.92 
4631,47,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,08/02/2024,8,2,2024,Express, $20.75 ,2,"Accessory,Extended Warranty,Impulse Item", $64.33 , $105.83 
4633,28,Female,No,Laptop,SKU1005,3,Cancelled,Cash,03/02/2024,3,2,2024,Standard, $463.96 ,1,"Extended Warranty,Accessory,Impulse Item", $44.72 , $508.68 
4634,67,Female,No,Laptop,SKU1005,3,Cancelled,Cash,16/01/2024,16,1,2024,Overnight, $463.96 ,9,"Extended Warranty,Impulse Item", $53.86 ," $4,229.50 "
4634,67,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,06/07/2024,6,7,2024,Overnight, $20.75 ,8,No Add-On Added, $-   , $166.00 
4635,60,Female,No,Laptop,SKU1005,3,Completed,Paypal,21/02/2024,21,2,2024,Express, $463.96 ,4,Extended Warranty, $31.01 ," $1,886.85 "
4635,60,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,07/06/2024,7,6,2024,Overnight, $791.19 ,4,"Impulse Item,Extended Warranty,Accessory", $108.83 ," $3,273.59 "
4636,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,19/03/2024,19,3,2024,Express, $247.03 ,8,Accessory, $48.85 ," $2,025.09 "
4637,44,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,25/08/2024,25,8,2024,Standard, $791.19 ,1,Accessory, $9.38 , $800.57 
4639,55,Male,No,Laptop,SKU1005,3,Completed,Paypal,06/03/2024,6,3,2024,Express, $463.96 ,8,No Add-On Added, $-   ," $3,711.68 "
4642,72,Female,No,Tablet,SKU1002,3,Completed,Credit Card,19/07/2024,19,7,2024,Express, $247.03 ,4,Impulse Item, $19.19 ," $1,007.31 "
4647,67,Female,No,Laptop,SKU1005,3,Completed,Paypal,17/03/2024,17,3,2024,Express, $463.96 ,8,Accessory, $18.26 ," $3,729.94 "
4647,67,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,19/04/2024,19,4,2024,Express, $844.83 ,3,"Impulse Item,Impulse Item", $37.14 ," $2,571.63 "
4648,47,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,05/11/2023,5,11,2023,Standard, $247.03 ,8,"Extended Warranty,Impulse Item", $42.41 ," $2,018.65 "
4648,47,Female,Yes,Tablet,SKU1002,3,Cancelled,Cash,18/12/2023,18,12,2023,Standard, $247.03 ,2,"Accessory,Extended Warranty", $43.56 , $537.62 
4649,68,Male,No,Laptop,SKU1005,3,Completed,Debit Card,03/08/2024,3,8,2024,Overnight, $463.96 ,10,"Accessory,Impulse Item,Extended Warranty", $36.41 ," $4,676.01 "
4650,33,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,13/11/2023,13,11,2023,Express, $20.75 ,6,"Extended Warranty,Impulse Item", $71.82 , $196.32 
4652,23,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,11/10/2023,11,10,2023,Standard, $791.19 ,2,"Accessory,Accessory", $32.24 ," $1,614.62 "
4653,61,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,30/07/2024,30,7,2024,Overnight, $20.75 ,3,"Impulse Item,Extended Warranty", $35.22 , $97.47 
4654,53,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,28/11/2023,28,11,2023,Overnight, $791.19 ,9,"Extended Warranty,Extended Warranty,Accessory", $87.71 ," $7,208.42 "
4655,23,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,02/04/2024,2,4,2024,Standard, $844.83 ,3,No Add-On Added, $-   ," $2,534.49 "
4655,23,Female,No,Laptop,SKU1005,3,Completed,Credit Card,08/09/2024,8,9,2024,Overnight, $463.96 ,9,Extended Warranty, $18.36 ," $4,194.00 "
4657,46,Male,No,Laptop,SKU1005,3,Completed,Debit Card,20/02/2024,20,2,2024,Standard, $463.96 ,10,Extended Warranty, $26.51 ," $4,666.11 "
4658,29,Male,Yes,Smartphone,SKU1001,5,Completed,Debit Card,22/10/2023,22,10,2023,Express, $20.75 ,10,No Add-On Added, $-   , $207.50 
4659,21,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,13/04/2024,13,4,2024,Overnight, $247.03 ,2,"Accessory,Impulse Item,Accessory", $78.40 , $572.46 
4659,21,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,09/07/2024,9,7,2024,Standard, $20.75 ,9,No Add-On Added, $-   , $186.75 
4660,61,Female,No,Laptop,SKU1005,3,Completed,Cash,23/02/2024,23,2,2024,Overnight, $463.96 ,1,"Extended Warranty,Extended Warranty,Impulse Item", $92.22 , $556.18 
4660,61,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,09/03/2024,9,3,2024,Express, $20.75 ,6,"Accessory,Impulse Item", $32.45 , $156.95 
4661,59,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,06/12/2023,6,12,2023,Express, $20.75 ,3,"Impulse Item,Accessory", $39.14 , $101.39 
4662,55,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,17/03/2024,17,3,2024,Overnight, $844.83 ,5,"Impulse Item,Extended Warranty,Impulse Item", $70.14 ," $4,294.29 "
4662,55,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,21/05/2024,21,5,2024,Overnight, $463.96 ,1,"Extended Warranty,Accessory", $37.10 , $501.06 
4662,55,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,10/09/2024,10,9,2024,Express, $20.75 ,6,Extended Warranty, $47.07 , $171.57 
4663,52,Male,No,Smartphone,SKU1001,5,Completed,Paypal,30/10/2023,30,10,2023,Standard, $20.75 ,7,No Add-On Added, $-   , $145.25 
4663,52,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,19/09/2024,19,9,2024,Standard, $20.75 ,5,"Impulse Item,Accessory", $47.65 , $151.40 
4664,44,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,03/04/2024,3,4,2024,Overnight, $844.83 ,7,No Add-On Added, $-   ," $5,913.81 "
4665,31,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,28/08/2024,28,8,2024,Overnight, $463.96 ,2,"Extended Warranty,Impulse Item,Accessory", $64.79 , $992.71 
4667,58,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,12/07/2024,12,7,2024,Express, $20.75 ,6,No Add-On Added, $-   , $124.50 
4668,45,Female,No,Tablet,SKU1002,3,Completed,Credit Card,06/10/2023,6,10,2023,Standard, $247.03 ,5,No Add-On Added, $-   ," $1,235.15 "
4668,45,Female,No,Tablet,SKU1002,3,Completed,Credit Card,18/01/2024,18,1,2024,Overnight, $247.03 ,4,Impulse Item, $34.14 ," $1,022.26 "
4669,23,Female,No,Tablet,SKU1002,3,Completed,Paypal,12/12/2023,12,12,2023,Standard, $247.03 ,7,No Add-On Added, $-   ," $1,729.21 "
4672,42,Female,No,Laptop,SKU1005,3,Completed,Paypal,21/11/2023,21,11,2023,Standard, $463.96 ,1,"Extended Warranty,Impulse Item", $66.54 , $530.50 
4672,42,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,11/02/2024,11,2,2024,Overnight, $844.83 ,7,"Impulse Item,Extended Warranty", $65.77 ," $5,979.58 "
4672,42,Female,No,Tablet,SKU1002,3,Cancelled,Cash,18/04/2024,18,4,2024,Standard, $247.03 ,3,"Accessory,Impulse Item,Extended Warranty", $96.08 , $837.17 
4673,64,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,17/02/2024,17,2,2024,Express, $247.03 ,3,Accessory, $42.49 , $783.58 
4673,64,Male,Yes,Tablet,SKU1002,3,Completed,Cash,18/06/2024,18,6,2024,Express, $247.03 ,5,"Impulse Item,Impulse Item,Impulse Item", $54.73 ," $1,289.88 "
4674,44,Male,No,Smartphone,SKU1004,2,Completed,Cash,27/02/2024,27,2,2024,Overnight, $791.19 ,2,"Accessory,Accessory,Impulse Item", $104.76 ," $1,687.14 "
4674,44,Male,No,Tablet,SKU1002,3,Completed,Cash,02/08/2024,2,8,2024,Express, $247.03 ,3,"Impulse Item,Accessory", $95.78 , $836.87 
4675,62,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,11/12/2023,11,12,2023,Standard, $791.19 ,5,Extended Warranty, $36.23 ," $3,992.18 "
4675,62,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,07/05/2024,7,5,2024,Express, $463.96 ,8,"Impulse Item,Impulse Item,Accessory", $63.08 ," $3,774.76 "
4675,62,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,02/08/2024,2,8,2024,Overnight, $844.83 ,3,No Add-On Added, $-   ," $2,534.49 "
4676,54,Female,No,Smartphone,SKU1004,2,Completed,Cash,14/06/2024,14,6,2024,Express, $791.19 ,8,"Accessory,Extended Warranty", $57.69 ," $6,387.21 "
4677,75,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,18/04/2024,18,4,2024,Express, $463.96 ,9,"Extended Warranty,Impulse Item,Accessory", $50.11 ," $4,225.75 "
4677,75,Male,Yes,Tablet,SKU1002,3,Completed,Cash,12/07/2024,12,7,2024,Overnight, $247.03 ,10,No Add-On Added, $-   ," $2,470.30 "
4678,21,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,04/03/2024,4,3,2024,Standard, $791.19 ,4,"Extended Warranty,Extended Warranty", $47.51 ," $3,212.27 "
4679,73,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,31/12/2023,31,12,2023,Standard, $844.83 ,3,Accessory, $23.58 ," $2,558.07 "
4679,73,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,22/09/2024,22,9,2024,Standard, $463.96 ,10,"Impulse Item,Accessory", $56.38 ," $4,695.98 "
4682,40,Female,Yes,Laptop,SKU1005,3,Cancelled,Cash,09/10/2023,9,10,2023,Standard, $463.96 ,1,Extended Warranty, $30.11 , $494.07 
4682,40,Female,No,Laptop,SKU1005,3,Completed,Debit Card,13/11/2023,13,11,2023,Overnight, $463.96 ,3,"Impulse Item,Accessory,Impulse Item", $83.39 ," $1,475.27 "
4682,40,Female,No,Smartphone,SKU1001,5,Completed,Paypal,14/11/2023,14,11,2023,Standard, $20.75 ,4,"Extended Warranty,Extended Warranty", $46.43 , $129.43 
4682,40,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,29/01/2024,29,1,2024,Standard, $844.83 ,2,Impulse Item, $21.19 ," $1,710.85 "
4682,40,Female,No,Smartphone,SKU1004,2,Completed,Paypal,05/02/2024,5,2,2024,Express, $791.19 ,3,"Extended Warranty,Extended Warranty,Accessory", $44.28 ," $2,417.85 "
4685,34,Female,No,Smartphone,SKU1001,5,Completed,Paypal,19/12/2023,19,12,2023,Express, $20.75 ,10,"Extended Warranty,Accessory", $64.19 , $271.69 
